"-",308730,14.6185060333
"google",264646,0.274612001805
"yahoo",107473,1.22992850284
"ebay",71536,0.86398207318
"yahoo.com",61501,1.11122519197
"myspace",61188,0.895237076099
"mapquest",57465,0.692441956896
"myspace.com",54454,1.35352611035
"google.com",53236,0.321975644028
"www.google.com",26871,0.300198985817
"www.yahoo.com",25537,0.862771806534
"my space",24866,0.8614599807
"bank of america",19290,0.213752026433
"www.myspace.com",18366,0.634839765619
"hotmail",17234,0.78949575857
"msn",16361,1.38882056277
"ask jeeves",16085,1.01562242217
"craigslist",15378,1.37746481089
"yahoo mail",15184,0.868835715008
"map quest",14441,0.641568568633
"bankofamerica",13091,0.312943716992
"msn.com",12780,0.658939370953
"dictionary",11316,1.52056445101
"hotmail.com",11277,1.35583802885
"myspace layouts",11128,4.93086430046
"southwest airlines",11017,0.333850248935
"weather",10156,2.0668928819
"ask.com",9949,0.566518096159
"my space.com",9881,1.03087136393
"walmart",9831,0.716209242037
"american idol",9481,1.81098719943
"mapquest.com",9423,0.610021702047
"fidelity.com",9227,0.999430830936
"ebay.com",8180,1.07567135323
"lyrics",8118,2.79171542204
"maps",7599,2.2518146458
"qvc",7331,0.307870244678
"pogo",6579,0.112871230939
"target",6433,0.262665046198
"yahoo games",6420,0.594033172146
"white pages",6189,2.38126570149
"florida lottery",5907,1.90126357648
"runescape",5777,0.996932826687
"irs",5770,1.0851188998
"yellow pages",5551,1.83668916312
"wachovia",5413,0.151500084463
"www.hotmail.com",5240,1.2995242074
"home depot",5041,0.647751439983
"lowes",5004,0.316334701275
"horoscopes",4821,6.30671879463
"espn",4722,0.748410899618
"wells fargo",4577,0.570790967709
"ticketmaster",4559,0.46415634017
"facebook",4515,0.184087090737
"yahoomail",4512,0.647472089094
"deal or no deal",4368,1.88866799878
"www.msn.com",4344,0.615745090135
"amazon",4272,0.374623467513
"kelly blue book",4161,1.40051754674
"verizon",4117,1.76183395342
"freeones",4102,0.832557799969
"ask",4077,0.580529916611
"bankofamerica.com",4065,0.189774773693
"amazon.com",4039,0.526371365573
"usps",3951,0.754858447467
"ups",3821,0.977191073137
"bed bath and beyond",3809,0.587565284466
"pogo.com",3794,0.272269053201
"goggle",3791,0.840325958531
"limewire",3785,2.27610710912
"www.mapquest.com",3728,1.04366243263
"sex",3707,4.7324754271
"cnn",3640,0.550618280724
"costco",3535,0.489965069395
"craigs list",3520,1.23943070571
"nascar",3512,1.15198069143
"weather.com",3428,0.786907833849
"yahoo finance",3426,0.147893974818
"gmail",3342,1.40899397658
"prom dresses",3260,4.21435639315
"nick.com",3254,0.308904642274
"walmart.com",3237,0.852515607301
"continental airlines",3215,0.56465618057
"thehun",3144,1.60947778285
"jokes",3105,3.91278498029
"ampland",3104,1.05134607661
"song lyrics",3100,2.87585611304
"free music downloads",3078,4.22535075644
"ako",3040,0.836740885082
"southwest",3035,0.0587624990594
"xxx",3026,3.01482807313
"www.bankofamerica.com",2997,0.204915271558
"disney channel",2990,0.752212899942
"driving directions",2982,1.94377315262
"american express",2978,0.579440415109
"dogpile",2971,0.303116364432
"ikea",2924,1.11404569684
"fafsa",2916,0.724853001365
"adam4adam",2892,0.688486954175
"espn.com",2888,0.731213714178
"webmd",2860,0.852338055497
"manhunt.net",2859,0.110297897696
"qvc.com",2852,0.819572085015
"realtor.com",2830,1.17383934654
"people search",2817,3.54521862332
"free porn",2751,4.62653689159
"wikipedia",2724,1.3818850025
"89.com",2666,0.477854066413
"powerball",2657,1.71281085334
"southwest.com",2653,0.165731975333
"google earth",2650,1.05748630774
"disney channel.com",2647,1.33275837381
"pichunter",2616,1.10264728486
"porn",2612,3.23460283115
"irs.gov",2612,0.798930609878
"xnxx",2599,1.82088833924
"usbank",2564,0.919795437017
"www.ebay.com",2556,0.947546476976
"yahoo maps",2549,0.560785580201
"google search",2546,1.52792516245
"food network",2541,1.05666209437
"cingular",2540,1.40175043239
"wellsfargo",2532,0.456998666636
